Periodo,Entidad_Federativa,Sexo,Grupo_edad,Actividad_economica,Numero_personas
20200301,Queretaro,Mujer,15 A 24 AÑOS,Comercio,18362
20200301,Queretaro,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,131
20200301,Queretaro,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1858
20200301,Queretaro,Mujer,NO ESPECIFICADO,No Especificado,353
20200301,Queretaro,Mujer,NO ESPECIFICADO,Servicios Sociales,427
20200301,Queretaro,Hombre,45 A 64 AÑOS,No Especificado,653
20200301,Queretaro,Hombre,45 A 64 AÑOS,Servicios Sociales,7784
20200301,Queretaro,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",1495
20200301,Queretaro,Hombre,15 A 24 AÑOS,Servicios Sociales,1710
20200301,Queretaro,Hombre,45 A 64 AÑOS,Construcción,25565
20200301,Queretaro,Mujer,45 A 64 AÑOS,Servicios Diversos,17996
20200301,Queretaro,Mujer,NO ESPECIFICADO,Construcción,123
20200301,Queretaro,Hombre,65 AÑOS Y MAS,Comercio,5117
20200301,Queretaro,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,650
20200301,Queretaro,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",4234
20200301,Queretaro,Hombre,15 A 24 AÑOS,Servicios Diversos,10741
20200301,Queretaro,Hombre,15 A 24 AÑOS,Construcción,12131
20200301,Queretaro,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,7676
20200301,Queretaro,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",7747
20200301,Queretaro,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,4917
20200301,Queretaro,Hombre,15 A 24 AÑOS,Comercio,19303
20200301,Queretaro,Mujer,45 A 64 AÑOS,No Especificado,332
20200301,Queretaro,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",603
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,Industria Manufacturera,14543
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,Comercio,2895
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",1317
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,19095
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",13081
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,Servicios Sociales,728
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,Comercio,17399
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,Industria Manufacturera,13022
20200301,Quintana Roo,Hombre,NO ESPECIFICADO,Comercio,333
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,Construcción,858
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,No Especificado,687
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,3638
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,1107
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,Servicios Diversos,16157
20200301,Quintana Roo,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",720
20200301,Quintana Roo,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",276
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",7429
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,Servicios Sociales,4376
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",27725
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,Construcción,23846
20200301,Quintana Roo,Hombre,NO ESPECIFICADO,Restaurantes y Servicios de Alojamiento,1534
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,9211
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,Industria Manufacturera,1883
20200301,Quintana Roo,Hombre,NO ESPECIFICADO,Gobierno y Organismos Internacionales,491
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",2118
20200301,Quintana Roo,Mujer,NO ESPECIFICADO,"Transportes, Comunicaciones, Correo y Almacenamiento",87
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,Comercio,14515
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,1356
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",2140
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,Servicios Diversos,28147
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,No Especificado,221
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,Servicios Sociales,11453
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,Comercio,15588
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,Servicios Sociales,29174
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,Servicios Sociales,9369
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,Industria Manufacturera,5701
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,14616
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,Servicios Diversos,1329
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",1119
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,Construcción,621
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,10709
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,276
20200301,Quintana Roo,Mujer,65 AÑOS Y MAS,Comercio,1665
20200301,Quintana Roo,Mujer,65 AÑOS Y MAS,Servicios Sociales,565
20200301,Quintana Roo,Mujer,NO ESPECIFICADO,Comercio,152
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",1387
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,20481
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,Servicios Sociales,9569
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,6786
20200301,Quintana Roo,Mujer,NO ESPECIFICADO,Servicios Sociales,220
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,Comercio,24227
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,56102
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,Servicios Sociales,2280
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",18670
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,Servicios Diversos,19312
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,1143
20200301,Quintana Roo,Hombre,NO ESPECIFICADO,Servicios Sociales,196
20200301,Quintana Roo,Mujer,65 AÑOS Y MAS,Construcción,199
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",20337
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,Construcción,3292
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,No Especificado,149
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",7597
20200301,Quintana Roo,Mujer,NO ESPECIFICADO,"Servicios Profesionales, Financieros y Corporativos",648
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",27641
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,Industria Manufacturera,8673
20200301,Quintana Roo,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,933
20200301,Quintana Roo,Hombre,NO ESPECIFICADO,"Servicios Profesionales, Financieros y Corporativos",218
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,13297
20200301,Quintana Roo,Hombre,NO ESPECIFICADO,Servicios Diversos,534
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,Industria Manufacturera,2337
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",1202
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,Construcción,12966
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,1521
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,30190
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",5473
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",3234
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,Servicios Diversos,18409
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,Comercio,35111
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,Construcción,2357
20200301,Quintana Roo,Hombre,NO ESPECIFICADO,"Transportes, Comunicaciones, Correo y Almacenamiento",658
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,Construcción,32986
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1993
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,Servicios Diversos,9952
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,Comercio,37408
20200301,Quintana Roo,Mujer,NO ESPECIFICADO,Servicios Diversos,357
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,No Especificado,293
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",660
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,381
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",8689
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,Servicios Diversos,7237
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,No Especificado,391
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",19556
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",6611
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",22376
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,Industria Manufacturera,7448
20200301,Quintana Roo,Mujer,65 AÑOS Y MAS,Servicios Diversos,736
20200301,Quintana Roo,Mujer,NO ESPECIFICADO,Restaurantes y Servicios de Alojamiento,142
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",5148
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,41761
20200301,Quintana Roo,Mujer,65 AÑOS Y MAS,Industria Manufacturera,712
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",18438
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,No Especificado,1181
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",5960
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,Construcción,44920
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,Servicios Sociales,16663
20200301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Servicios Diversos,3830
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,Servicios Sociales,3865
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,Industria Manufacturera,81603
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",5234
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Comercio,8184
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",595
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",2380
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,843
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,Construcción,29150
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,Servicios Diversos,8533
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,1131
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,Comercio,35869
20200301,San Luis Potosí,Hombre,NO ESPECIFICADO,Servicios Diversos,345
20200301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Comercio,7040
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,8415
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1965
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,Servicios Sociales,33936
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,Industria Manufacturera,30509
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",2420
20200301,San Luis Potosí,Hombre,NO ESPECIFICADO,Industria Manufacturera,482
20200301,San Luis Potosí,Hombre,NO ESPECIFICADO,Restaurantes y Servicios de Alojamiento,289
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,Comercio,35913
20200301,San Luis Potosí,Mujer,NO ESPECIFICADO,Comercio,337
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",34098
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Construcción,3014
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,12248
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",1488
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,23808
20200301,San Luis Potosí,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",3202
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,No Especificado,431
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,511
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",14350
20200301,San Luis Potosí,Mujer,NO ESPECIFICADO,Industria Manufacturera,478
20200301,San Luis Potosí,Mujer,NO ESPECIFICADO,Restaurantes y Servicios de Alojamiento,141
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",45992
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,Servicios Diversos,10549
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",11429
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,Industria Manufacturera,44609
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,Industria Manufacturera,36140
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,Comercio,28967
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,2019
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,Servicios Sociales,7944
20200301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,517
20200301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,2795
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",24438
20200301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Servicios Sociales,629
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,14648
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",17489
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,2626
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,Servicios Diversos,23937
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Industria Manufacturera,4762
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Servicios Sociales,1028
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,Construcción,984
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,Comercio,22386
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,14506
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1890
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",4541
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,Construcción,924
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,Servicios Diversos,23586
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,Servicios Sociales,13903
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,Comercio,26213
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,1284
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Industria Extractiva y de la Electricidad,177
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,3497
20200301,San Luis Potosí,Hombre,NO ESPECIFICADO,Servicios Sociales,135
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",27457
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,10278
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,11740
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",56730
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,No Especificado,1703
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,Construcción,413
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,Servicios Sociales,20099
20200301,San Luis Potosí,Mujer,NO ESPECIFICADO,Servicios Sociales,135
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,Construcción,14413
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,No Especificado,1566
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,Servicios Diversos,15149
20200301,San Luis Potosí,Hombre,NO ESPECIFICADO,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",273
20200301,San Luis Potosí,Mujer,NO ESPECIFICADO,Servicios Diversos,525
20200301,San Luis Potosí,Hombre,NO ESPECIFICADO,"Transportes, Comunicaciones, Correo y Almacenamiento",135
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,Comercio,49655
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,163
20200301,San Luis Potosí,Mujer,NO ESPECIFICADO,Gobierno y Organismos Internacionales,312
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",7503
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1505
20200301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Industria Manufacturera,4598
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,No Especificado,279
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",5011
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,Servicios Diversos,24094
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",9033
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,7009
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Servicios Diversos,3475
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,No Especificado,290
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,Industria Manufacturera,13353
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,9584
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,27512
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,Industria Manufacturera,20184
20200301,San Luis Potosí,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",311
20200301,Sinaloa,Mujer,25 A 44 AÑOS,No Especificado,490
20200301,Sinaloa,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",3439
20200301,Sinaloa,Mujer,15 A 24 AÑOS,Construcción,177
20200301,Sinaloa,Hombre,15 A 24 AÑOS,Industria Manufacturera,14860
20200301,Sinaloa,Hombre,45 A 64 AÑOS,No Especificado,572
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",2203
20200301,Sinaloa,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",21358
20200301,Sinaloa,Mujer,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,105
20200301,Sinaloa,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,1664
20200301,Sinaloa,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",5507
20200301,Sinaloa,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",5275
20200301,Sinaloa,Hombre,25 A 44 AÑOS,Servicios Diversos,33026
20200301,Sinaloa,Mujer,15 A 24 AÑOS,No Especificado,514
20200301,Sinaloa,Mujer,25 A 44 AÑOS,Comercio,72100
20200301,Sinaloa,Mujer,45 A 64 AÑOS,Industria Manufacturera,20284
20200301,Sinaloa,Mujer,65 AÑOS Y MAS,Servicios Diversos,4811
20200301,Sinaloa,Hombre,15 A 24 AÑOS,No Especificado,1555
20200301,Sinaloa,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,17759
20200301,Sinaloa,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",472
20200301,Sinaloa,Hombre,15 A 24 AÑOS,Comercio,23413
20200301,Sinaloa,Hombre,25 A 44 AÑOS,Construcción,46191
20200301,Sinaloa,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,17502
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,Construcción,4207
20200301,Sinaloa,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,401
20200301,Sinaloa,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",23457
20200301,Sinaloa,Hombre,45 A 64 AÑOS,Servicios Diversos,19787
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,Servicios Diversos,4136
20200301,Sinaloa,Mujer,25 A 44 AÑOS,Industria Manufacturera,23422
20200301,Sinaloa,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",28071
20200301,Sinaloa,Hombre,15 A 24 AÑOS,Construcción,12186
20200301,Sinaloa,Mujer,45 A 64 AÑOS,Servicios Sociales,26063
20200301,Sinaloa,Hombre,25 A 44 AÑOS,Servicios Sociales,22097
20200301,Sinaloa,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,15118
20200301,Sinaloa,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,11214
20200301,Sinaloa,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",21019
20200301,Sinaloa,Hombre,25 A 44 AÑOS,Industria Manufacturera,33598
20200301,Sinaloa,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,2038
20200301,Sinaloa,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,9364
20200301,Sinaloa,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,32513
20200301,Sinaloa,Mujer,65 AÑOS Y MAS,Industria Manufacturera,2436
20200301,Sinaloa,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,3374
20200301,Sinaloa,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",12022
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,Industria Extractiva y de la Electricidad,420
20200301,Sinaloa,Mujer,45 A 64 AÑOS,No Especificado,509
20200301,Sinaloa,Hombre,15 A 24 AÑOS,Servicios Sociales,2318
20200301,Sinaloa,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,17708
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,Comercio,5721
20200301,Sinaloa,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",7111
20200301,Sinaloa,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",306
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,804
20200301,Sinaloa,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",21738
20200301,Sinaloa,Hombre,45 A 64 AÑOS,Servicios Sociales,15632
20200301,Sinaloa,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,3479
20200301,Sinaloa,Hombre,NO ESPECIFICADO,Comercio,961
20200301,Sinaloa,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",13255
20200301,Sinaloa,Mujer,25 A 44 AÑOS,Construcción,4395
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,No Especificado,99
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",466
20200301,Sinaloa,Hombre,15 A 24 AÑOS,Servicios Diversos,17577
20200301,Sinaloa,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",133
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",23309
20200301,Sinaloa,Mujer,45 A 64 AÑOS,Construcción,1324
20200301,Sinaloa,Hombre,45 A 64 AÑOS,Comercio,35039
20200301,Sinaloa,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,1339
20200301,Sinaloa,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",7488
20200301,Sinaloa,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1467
20200301,Sinaloa,Mujer,25 A 44 AÑOS,Servicios Diversos,32936
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,Servicios Sociales,582
20200301,Sinaloa,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,14638
20200301,Sinaloa,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,133
20200301,Sinaloa,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,15422
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,Industria Manufacturera,1269
20200301,Sinaloa,Mujer,15 A 24 AÑOS,Servicios Diversos,10613
20200301,Sinaloa,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,1003
20200301,Sinaloa,Mujer,45 A 64 AÑOS,Servicios Diversos,28801
20200301,Sinaloa,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,6032
